forecast_id,product_id,forecast_date,predicted_demand,model_used
10431,B0BCKWZ884,2023-07-30,101,Placeholder
10432,B0BCKWZ884,2023-08-06,180,Placeholder
10433,B0BCKWZ884,2023-08-13,131,Placeholder
10434,B0BCKWZ884,2023-08-20,80,Placeholder
10435,B0BCKWZ884,2023-08-27,189,Placeholder
10436,B0BCKWZ884,2023-09-03,87,Placeholder
10437,B0BCKWZ884,2023-09-10,77,Placeholder
10438,B0BCKWZ884,2023-09-17,116,Placeholder
10439,B0BCKWZ884,2023-09-24,153,Placeholder
10440,B0BCKWZ884,2023-10-01,83,Placeholder
10441,B0BCKWZ884,2023-10-08,133,Placeholder
10442,B0BCKWZ884,2023-10-15,70,Placeholder
10443,B0BCKWZ884,2023-10-22,79,Placeholder
10444,B0BCKWZ884,2023-10-29,185,Placeholder
10445,B0BCKWZ884,2023-11-05,88,Placeholder
10446,B0BCKWZ884,2023-11-12,142,Placeholder
10447,B0BCKWZ884,2023-11-19,180,Placeholder
10448,B0BCKWZ884,2023-11-26,67,Placeholder
10449,B0BCKWZ884,2023-12-03,134,Placeholder
10450,B0BCKWZ884,2023-12-10,185,Placeholder
10451,B0BCKWZ884,2023-12-17,122,Placeholder
10452,B0BCKWZ884,2023-12-24,107,Placeholder
10453,B00GGGOYEK,2023-01-01,53,Placeholder
10454,B00GGGOYEK,2023-01-08,130,Placeholder
10455,B00GGGOYEK,2023-01-15,189,Placeholder
10456,B00GGGOYEK,2023-01-22,171,Placeholder
10457,B00GGGOYEK,2023-01-29,174,Placeholder
10458,B00GGGOYEK,2023-02-05,180,Placeholder
10459,B00GGGOYEK,2023-02-12,61,Placeholder
10460,B00GGGOYEK,2023-02-19,110,Placeholder
10461,B00GGGOYEK,2023-02-26,87,Placeholder
10462,B00GGGOYEK,2023-03-05,76,Placeholder
10463,B00GGGOYEK,2023-03-12,176,Placeholder
10464,B00GGGOYEK,2023-03-19,183,Placeholder
10465,B00GGGOYEK,2023-03-26,84,Placeholder
10466,B00GGGOYEK,2023-04-02,50,Placeholder
10467,B00GGGOYEK,2023-04-09,166,Placeholder
10468,B00GGGOYEK,2023-04-16,134,Placeholder
10469,B00GGGOYEK,2023-04-23,69,Placeholder
10470,B00GGGOYEK,2023-04-30,61,Placeholder
10471,B00GGGOYEK,2023-05-07,166,Placeholder
10472,B00GGGOYEK,2023-05-14,146,Placeholder
10473,B00GGGOYEK,2023-05-21,126,Placeholder
10474,B00GGGOYEK,2023-05-28,57,Placeholder
10475,B00GGGOYEK,2023-06-04,52,Placeholder
10476,B00GGGOYEK,2023-06-11,169,Placeholder
10477,B00GGGOYEK,2023-06-18,57,Placeholder
10478,B00GGGOYEK,2023-06-25,106,Placeholder
10479,B00GGGOYEK,2023-07-02,188,Placeholder
10480,B00GGGOYEK,2023-07-09,138,Placeholder
10481,B00GGGOYEK,2023-07-16,175,Placeholder
10482,B00GGGOYEK,2023-07-23,194,Placeholder
10483,B00GGGOYEK,2023-07-30,68,Placeholder
10484,B00GGGOYEK,2023-08-06,96,Placeholder
10485,B00GGGOYEK,2023-08-13,152,Placeholder
10486,B00GGGOYEK,2023-08-20,52,Placeholder
10487,B00GGGOYEK,2023-08-27,163,Placeholder
10488,B00GGGOYEK,2023-09-03,160,Placeholder
10489,B00GGGOYEK,2023-09-10,86,Placeholder
10490,B00GGGOYEK,2023-09-17,125,Placeholder
10491,B00GGGOYEK,2023-09-24,166,Placeholder
10492,B00GGGOYEK,2023-10-01,108,Placeholder
10493,B00GGGOYEK,2023-10-08,112,Placeholder
10494,B00GGGOYEK,2023-10-15,148,Placeholder
10495,B00GGGOYEK,2023-10-22,187,Placeholder
10496,B00GGGOYEK,2023-10-29,140,Placeholder
10497,B00GGGOYEK,2023-11-05,72,Placeholder
10498,B00GGGOYEK,2023-11-12,54,Placeholder
10499,B00GGGOYEK,2023-11-19,87,Placeholder
10500,B00GGGOYEK,2023-11-26,102,Placeholder
10501,B00GGGOYEK,2023-12-03,94,Placeholder
10502,B00GGGOYEK,2023-12-10,91,Placeholder
10503,B00GGGOYEK,2023-12-17,104,Placeholder
10504,B00GGGOYEK,2023-12-24,139,Placeholder
10505,B07ZR4S1G4,2023-01-01,84,Placeholder
10506,B07ZR4S1G4,2023-01-08,122,Placeholder
10507,B07ZR4S1G4,2023-01-15,172,Placeholder
10508,B07ZR4S1G4,2023-01-22,56,Placeholder
10509,B07ZR4S1G4,2023-01-29,99,Placeholder
10510,B07ZR4S1G4,2023-02-05,65,Placeholder
10511,B07ZR4S1G4,2023-02-12,199,Placeholder
10512,B07ZR4S1G4,2023-02-19,146,Placeholder
10513,B07ZR4S1G4,2023-02-26,141,Placeholder
10514,B07ZR4S1G4,2023-03-05,80,Placeholder
10515,B07ZR4S1G4,2023-03-12,162,Placeholder
10516,B07ZR4S1G4,2023-03-19,135,Placeholder
10517,B07ZR4S1G4,2023-03-26,60,Placeholder
10518,B07ZR4S1G4,2023-04-02,140,Placeholder
10519,B07ZR4S1G4,2023-04-09,144,Placeholder
10520,B07ZR4S1G4,2023-04-16,144,Placeholder
10521,B07ZR4S1G4,2023-04-23,99,Placeholder
10522,B07ZR4S1G4,2023-04-30,56,Placeholder
10523,B07ZR4S1G4,2023-05-07,142,Placeholder
10524,B07ZR4S1G4,2023-05-14,140,Placeholder
10525,B07ZR4S1G4,2023-05-21,74,Placeholder
10526,B07ZR4S1G4,2023-05-28,172,Placeholder
10527,B07ZR4S1G4,2023-06-04,89,Placeholder
10528,B07ZR4S1G4,2023-06-11,149,Placeholder
10529,B07ZR4S1G4,2023-06-18,178,Placeholder
10530,B07ZR4S1G4,2023-06-25,168,Placeholder
10531,B07ZR4S1G4,2023-07-02,151,Placeholder
10532,B07ZR4S1G4,2023-07-09,129,Placeholder
10533,B07ZR4S1G4,2023-07-16,114,Placeholder
10534,B07ZR4S1G4,2023-07-23,74,Placeholder
10535,B07ZR4S1G4,2023-07-30,55,Placeholder
10536,B07ZR4S1G4,2023-08-06,185,Placeholder
10537,B07ZR4S1G4,2023-08-13,129,Placeholder
10538,B07ZR4S1G4,2023-08-20,132,Placeholder
10539,B07ZR4S1G4,2023-08-27,59,Placeholder
10540,B07ZR4S1G4,2023-09-03,125,Placeholder
10541,B07ZR4S1G4,2023-09-10,115,Placeholder
10542,B07ZR4S1G4,2023-09-17,161,Placeholder
10543,B07ZR4S1G4,2023-09-24,196,Placeholder
10544,B07ZR4S1G4,2023-10-01,132,Placeholder
10545,B07ZR4S1G4,2023-10-08,122,Placeholder
10546,B07ZR4S1G4,2023-10-15,128,Placeholder
10547,B07ZR4S1G4,2023-10-22,65,Placeholder
10548,B07ZR4S1G4,2023-10-29,57,Placeholder
10549,B07ZR4S1G4,2023-11-05,127,Placeholder
10550,B07ZR4S1G4,2023-11-12,197,Placeholder
10551,B07ZR4S1G4,2023-11-19,151,Placeholder
10552,B07ZR4S1G4,2023-11-26,89,Placeholder
10553,B07ZR4S1G4,2023-12-03,182,Placeholder
10554,B07ZR4S1G4,2023-12-10,173,Placeholder
10555,B07ZR4S1G4,2023-12-17,150,Placeholder
10556,B07ZR4S1G4,2023-12-24,97,Placeholder
10557,B09C635BMM,2023-01-01,170,Placeholder
10558,B09C635BMM,2023-01-08,196,Placeholder
10559,B09C635BMM,2023-01-15,137,Placeholder
10560,B09C635BMM,2023-01-22,165,Placeholder
10561,B09C635BMM,2023-01-29,155,Placeholder
10562,B09C635BMM,2023-02-05,150,Placeholder
10563,B09C635BMM,2023-02-12,82,Placeholder
10564,B09C635BMM,2023-02-19,189,Placeholder
10565,B09C635BMM,2023-02-26,139,Placeholder
10566,B09C635BMM,2023-03-05,137,Placeholder
10567,B09C635BMM,2023-03-12,71,Placeholder
10568,B09C635BMM,2023-03-19,177,Placeholder
10569,B09C635BMM,2023-03-26,172,Placeholder
10570,B09C635BMM,2023-04-02,81,Placeholder
10571,B09C635BMM,2023-04-09,172,Placeholder
10572,B09C635BMM,2023-04-16,93,Placeholder
10573,B09C635BMM,2023-04-23,106,Placeholder
10574,B09C635BMM,2023-04-30,118,Placeholder
10575,B09C635BMM,2023-05-07,79,Placeholder
10576,B09C635BMM,2023-05-14,128,Placeholder
10577,B09C635BMM,2023-05-21,181,Placeholder
10578,B09C635BMM,2023-05-28,124,Placeholder
10579,B09C635BMM,2023-06-04,140,Placeholder
10580,B09C635BMM,2023-06-11,68,Placeholder
10581,B09C635BMM,2023-06-18,153,Placeholder
10582,B09C635BMM,2023-06-25,107,Placeholder
10583,B09C635BMM,2023-07-02,182,Placeholder
10584,B09C635BMM,2023-07-09,187,Placeholder
10585,B09C635BMM,2023-07-16,156,Placeholder
10586,B09C635BMM,2023-07-23,147,Placeholder
10587,B09C635BMM,2023-07-30,192,Placeholder
10588,B09C635BMM,2023-08-06,197,Placeholder
10589,B09C635BMM,2023-08-13,183,Placeholder
10590,B09C635BMM,2023-08-20,51,Placeholder
10591,B09C635BMM,2023-08-27,66,Placeholder
10592,B09C635BMM,2023-09-03,167,Placeholder
10593,B09C635BMM,2023-09-10,125,Placeholder
10594,B09C635BMM,2023-09-17,66,Placeholder
10595,B09C635BMM,2023-09-24,66,Placeholder
10596,B09C635BMM,2023-10-01,139,Placeholder
10597,B09C635BMM,2023-10-08,122,Placeholder
10598,B09C635BMM,2023-10-15,107,Placeholder
10599,B09C635BMM,2023-10-22,112,Placeholder
10600,B09C635BMM,2023-10-29,176,Placeholder
10601,B09C635BMM,2023-11-05,189,Placeholder
10602,B09C635BMM,2023-11-12,181,Placeholder
10603,B09C635BMM,2023-11-19,52,Placeholder
10604,B09C635BMM,2023-11-26,53,Placeholder
10605,B09C635BMM,2023-12-03,155,Placeholder
10606,B09C635BMM,2023-12-10,114,Placeholder
10607,B09C635BMM,2023-12-17,123,Placeholder
10608,B09C635BMM,2023-12-24,98,Placeholder
10609,B00GG59HU2,2023-01-01,122,Placeholder
10610,B00GG59HU2,2023-01-08,63,Placeholder
10611,B00GG59HU2,2023-01-15,102,Placeholder
10612,B00GG59HU2,2023-01-22,183,Placeholder
10613,B00GG59HU2,2023-01-29,141,Placeholder
10614,B00GG59HU2,2023-02-05,91,Placeholder
10615,B00GG59HU2,2023-02-12,165,Placeholder
10616,B00GG59HU2,2023-02-19,78,Placeholder
10617,B00GG59HU2,2023-02-26,60,Placeholder
10618,B00GG59HU2,2023-03-05,163,Placeholder
10619,B00GG59HU2,2023-03-12,74,Placeholder
10620,B00GG59HU2,2023-03-19,135,Placeholder
10621,B00GG59HU2,2023-03-26,133,Placeholder
10622,B00GG59HU2,2023-04-02,59,Placeholder
10623,B00GG59HU2,2023-04-09,117,Placeholder
10624,B00GG59HU2,2023-04-16,173,Placeholder
10625,B00GG59HU2,2023-04-23,113,Placeholder
10626,B00GG59HU2,2023-04-30,145,Placeholder
10627,B00GG59HU2,2023-05-07,198,Placeholder
10628,B00GG59HU2,2023-05-14,189,Placeholder
10629,B00GG59HU2,2023-05-21,53,Placeholder
10630,B00GG59HU2,2023-05-28,64,Placeholder
10631,B00GG59HU2,2023-06-04,171,Placeholder
10632,B00GG59HU2,2023-06-11,171,Placeholder
10633,B00GG59HU2,2023-06-18,77,Placeholder
10634,B00GG59HU2,2023-06-25,102,Placeholder
10635,B00GG59HU2,2023-07-02,199,Placeholder
10636,B00GG59HU2,2023-07-09,110,Placeholder
10637,B00GG59HU2,2023-07-16,123,Placeholder
10638,B00GG59HU2,2023-07-23,149,Placeholder
10639,B00GG59HU2,2023-07-30,199,Placeholder
10640,B00GG59HU2,2023-08-06,168,Placeholder
10641,B00GG59HU2,2023-08-13,182,Placeholder
10642,B00GG59HU2,2023-08-20,171,Placeholder
10643,B00GG59HU2,2023-08-27,103,Placeholder
10644,B00GG59HU2,2023-09-03,93,Placeholder
10645,B00GG59HU2,2023-09-10,181,Placeholder
10646,B00GG59HU2,2023-09-17,137,Placeholder
10647,B00GG59HU2,2023-09-24,139,Placeholder
10648,B00GG59HU2,2023-10-01,91,Placeholder
10649,B00GG59HU2,2023-10-08,134,Placeholder
10650,B00GG59HU2,2023-10-15,172,Placeholder
10651,B00GG59HU2,2023-10-22,91,Placeholder
10652,B00GG59HU2,2023-10-29,123,Placeholder
10653,B00GG59HU2,2023-11-05,90,Placeholder
10654,B00GG59HU2,2023-11-12,152,Placeholder
10655,B00GG59HU2,2023-11-19,126,Placeholder
10656,B00GG59HU2,2023-11-26,104,Placeholder
10657,B00GG59HU2,2023-12-03,51,Placeholder
10658,B00GG59HU2,2023-12-10,90,Placeholder
10659,B00GG59HU2,2023-12-17,116,Placeholder
10660,B00GG59HU2,2023-12-24,141,Placeholder
10661,B00RGLI0ZS,2023-01-01,167,Placeholder
10662,B00RGLI0ZS,2023-01-08,178,Placeholder
10663,B00RGLI0ZS,2023-01-15,183,Placeholder
10664,B00RGLI0ZS,2023-01-22,84,Placeholder
10665,B00RGLI0ZS,2023-01-29,153,Placeholder
10666,B00RGLI0ZS,2023-02-05,100,Placeholder
10667,B00RGLI0ZS,2023-02-12,195,Placeholder
10668,B00RGLI0ZS,2023-02-19,50,Placeholder
10669,B00RGLI0ZS,2023-02-26,96,Placeholder
10670,B00RGLI0ZS,2023-03-05,54,Placeholder
10671,B00RGLI0ZS,2023-03-12,183,Placeholder
10672,B00RGLI0ZS,2023-03-19,191,Placeholder
10673,B00RGLI0ZS,2023-03-26,91,Placeholder
10674,B00RGLI0ZS,2023-04-02,108,Placeholder
10675,B00RGLI0ZS,2023-04-09,155,Placeholder
10676,B00RGLI0ZS,2023-04-16,134,Placeholder
10677,B00RGLI0ZS,2023-04-23,107,Placeholder
10678,B00RGLI0ZS,2023-04-30,175,Placeholder
10679,B00RGLI0ZS,2023-05-07,152,Placeholder
10680,B00RGLI0ZS,2023-05-14,58,Placeholder
10681,B00RGLI0ZS,2023-05-21,60,Placeholder
10682,B00RGLI0ZS,2023-05-28,131,Placeholder
10683,B00RGLI0ZS,2023-06-04,52,Placeholder
10684,B00RGLI0ZS,2023-06-11,64,Placeholder
10685,B00RGLI0ZS,2023-06-18,152,Placeholder
10686,B00RGLI0ZS,2023-06-25,90,Placeholder
10687,B00RGLI0ZS,2023-07-02,71,Placeholder
10688,B00RGLI0ZS,2023-07-09,143,Placeholder
10689,B00RGLI0ZS,2023-07-16,178,Placeholder
10690,B00RGLI0ZS,2023-07-23,156,Placeholder
10691,B00RGLI0ZS,2023-07-30,150,Placeholder
10692,B00RGLI0ZS,2023-08-06,147,Placeholder
10693,B00RGLI0ZS,2023-08-13,136,Placeholder
10694,B00RGLI0ZS,2023-08-20,123,Placeholder
10695,B00RGLI0ZS,2023-08-27,105,Placeholder
10696,B00RGLI0ZS,2023-09-03,156,Placeholder
10697,B00RGLI0ZS,2023-09-10,152,Placeholder
10698,B00RGLI0ZS,2023-09-17,128,Placeholder
10699,B00RGLI0ZS,2023-09-24,107,Placeholder
10700,B00RGLI0ZS,2023-10-01,119,Placeholder
10701,B00RGLI0ZS,2023-10-08,72,Placeholder
10702,B00RGLI0ZS,2023-10-15,51,Placeholder
10703,B00RGLI0ZS,2023-10-22,64,Placeholder
10704,B00RGLI0ZS,2023-10-29,188,Placeholder
10705,B00RGLI0ZS,2023-11-05,198,Placeholder
10706,B00RGLI0ZS,2023-11-12,135,Placeholder
10707,B00RGLI0ZS,2023-11-19,85,Placeholder
10708,B00RGLI0ZS,2023-11-26,127,Placeholder
10709,B00RGLI0ZS,2023-12-03,162,Placeholder
10710,B00RGLI0ZS,2023-12-10,165,Placeholder
10711,B00RGLI0ZS,2023-12-17,97,Placeholder
10712,B00RGLI0ZS,2023-12-24,90,Placeholder
10713,B09ZPJT8B2,2023-01-01,148,Placeholder
10714,B09ZPJT8B2,2023-01-08,125,Placeholder
10715,B09ZPJT8B2,2023-01-15,143,Placeholder
10716,B09ZPJT8B2,2023-01-22,183,Placeholder
10717,B09ZPJT8B2,2023-01-29,175,Placeholder
10718,B09ZPJT8B2,2023-02-05,125,Placeholder
10719,B09ZPJT8B2,2023-02-12,127,Placeholder
10720,B09ZPJT8B2,2023-02-19,60,Placeholder
10721,B09ZPJT8B2,2023-02-26,179,Placeholder
10722,B09ZPJT8B2,2023-03-05,131,Placeholder
10723,B09ZPJT8B2,2023-03-12,77,Placeholder
10724,B09ZPJT8B2,2023-03-19,157,Placeholder
10725,B09ZPJT8B2,2023-03-26,105,Placeholder
10726,B09ZPJT8B2,2023-04-02,192,Placeholder
10727,B09ZPJT8B2,2023-04-09,198,Placeholder
10728,B09ZPJT8B2,2023-04-16,186,Placeholder
10729,B09ZPJT8B2,2023-04-23,100,Placeholder
10730,B09ZPJT8B2,2023-04-30,188,Placeholder
10731,B09ZPJT8B2,2023-05-07,89,Placeholder
10732,B09ZPJT8B2,2023-05-14,100,Placeholder
10733,B09ZPJT8B2,2023-05-21,187,Placeholder
10734,B09ZPJT8B2,2023-05-28,187,Placeholder
10735,B09ZPJT8B2,2023-06-04,151,Placeholder
10736,B09ZPJT8B2,2023-06-11,155,Placeholder
10737,B09ZPJT8B2,2023-06-18,70,Placeholder
10738,B09ZPJT8B2,2023-06-25,186,Placeholder
10739,B09ZPJT8B2,2023-07-02,61,Placeholder
10740,B09ZPJT8B2,2023-07-09,71,Placeholder
10741,B09ZPJT8B2,2023-07-16,55,Placeholder
10742,B09ZPJT8B2,2023-07-23,127,Placeholder
10743,B09ZPJT8B2,2023-07-30,98,Placeholder
10744,B09ZPJT8B2,2023-08-06,149,Placeholder
10745,B09ZPJT8B2,2023-08-13,124,Placeholder
10746,B09ZPJT8B2,2023-08-20,137,Placeholder
10747,B09ZPJT8B2,2023-08-27,112,Placeholder
10748,B09ZPJT8B2,2023-09-03,116,Placeholder
10749,B09ZPJT8B2,2023-09-10,153,Placeholder
10750,B09ZPJT8B2,2023-09-17,158,Placeholder
10751,B09ZPJT8B2,2023-09-24,186,Placeholder
10752,B09ZPJT8B2,2023-10-01,137,Placeholder
10753,B09ZPJT8B2,2023-10-08,128,Placeholder
10754,B09ZPJT8B2,2023-10-15,75,Placeholder
10755,B09ZPJT8B2,2023-10-22,151,Placeholder
10756,B09ZPJT8B2,2023-10-29,75,Placeholder
10757,B09ZPJT8B2,2023-11-05,158,Placeholder
10758,B09ZPJT8B2,2023-11-12,133,Placeholder
10759,B09ZPJT8B2,2023-11-19,84,Placeholder
10760,B09ZPJT8B2,2023-11-26,89,Placeholder
10761,B09ZPJT8B2,2023-12-03,96,Placeholder
10762,B09ZPJT8B2,2023-12-10,55,Placeholder
10763,B09ZPJT8B2,2023-12-17,172,Placeholder
10764,B09ZPJT8B2,2023-12-24,184,Placeholder
10765,B07HZ2QCGR,2023-01-01,152,Placeholder
10766,B07HZ2QCGR,2023-01-08,97,Placeholder
10767,B07HZ2QCGR,2023-01-15,135,Placeholder
10768,B07HZ2QCGR,2023-01-22,60,Placeholder
10769,B07HZ2QCGR,2023-01-29,112,Placeholder
10770,B07HZ2QCGR,2023-02-05,56,Placeholder
10771,B07HZ2QCGR,2023-02-12,80,Placeholder
10772,B07HZ2QCGR,2023-02-19,163,Placeholder
10773,B07HZ2QCGR,2023-02-26,172,Placeholder
10774,B07HZ2QCGR,2023-03-05,158,Placeholder
10775,B07HZ2QCGR,2023-03-12,127,Placeholder
10776,B07HZ2QCGR,2023-03-19,136,Placeholder
10777,B07HZ2QCGR,2023-03-26,167,Placeholder
10778,B07HZ2QCGR,2023-04-02,171,Placeholder
10779,B07HZ2QCGR,2023-04-09,140,Placeholder
10780,B07HZ2QCGR,2023-04-16,90,Placeholder
10781,B07HZ2QCGR,2023-04-23,181,Placeholder
10782,B07HZ2QCGR,2023-04-30,114,Placeholder
10783,B07HZ2QCGR,2023-05-07,133,Placeholder
10784,B07HZ2QCGR,2023-05-14,142,Placeholder
10785,B07HZ2QCGR,2023-05-21,101,Placeholder
10786,B07HZ2QCGR,2023-05-28,119,Placeholder
10787,B07HZ2QCGR,2023-06-04,67,Placeholder
10788,B07HZ2QCGR,2023-06-11,55,Placeholder
10789,B07HZ2QCGR,2023-06-18,138,Placeholder
10790,B07HZ2QCGR,2023-06-25,188,Placeholder
10791,B07HZ2QCGR,2023-07-02,135,Placeholder
10792,B07HZ2QCGR,2023-07-09,141,Placeholder
10793,B07HZ2QCGR,2023-07-16,146,Placeholder
10794,B07HZ2QCGR,2023-07-23,117,Placeholder
10795,B07HZ2QCGR,2023-07-30,182,Placeholder
10796,B07HZ2QCGR,2023-08-06,121,Placeholder
10797,B07HZ2QCGR,2023-08-13,125,Placeholder
10798,B07HZ2QCGR,2023-08-20,118,Placeholder
10799,B07HZ2QCGR,2023-08-27,124,Placeholder
10800,B07HZ2QCGR,2023-09-03,179,Placeholder
10801,B07HZ2QCGR,2023-09-10,74,Placeholder
10802,B07HZ2QCGR,2023-09-17,82,Placeholder
10803,B07HZ2QCGR,2023-09-24,142,Placeholder
10804,B07HZ2QCGR,2023-10-01,153,Placeholder
10805,B07HZ2QCGR,2023-10-08,156,Placeholder
10806,B07HZ2QCGR,2023-10-15,57,Placeholder
10807,B07HZ2QCGR,2023-10-22,107,Placeholder
10808,B07HZ2QCGR,2023-10-29,193,Placeholder
10809,B07HZ2QCGR,2023-11-05,50,Placeholder
10810,B07HZ2QCGR,2023-11-12,168,Placeholder
10811,B07HZ2QCGR,2023-11-19,53,Placeholder
10812,B07HZ2QCGR,2023-11-26,169,Placeholder
10813,B07HZ2QCGR,2023-12-03,187,Placeholder
10814,B07HZ2QCGR,2023-12-10,199,Placeholder
10815,B07HZ2QCGR,2023-12-17,82,Placeholder
10816,B07HZ2QCGR,2023-12-24,68,Placeholder
10817,B095244Q22,2023-01-01,102,Placeholder
10818,B095244Q22,2023-01-08,57,Placeholder
10819,B095244Q22,2023-01-15,109,Placeholder
10820,B095244Q22,2023-01-22,121,Placeholder
10821,B095244Q22,2023-01-29,113,Placeholder
10822,B095244Q22,2023-02-05,102,Placeholder
10823,B095244Q22,2023-02-12,142,Placeholder
10824,B095244Q22,2023-02-19,107,Placeholder
10825,B095244Q22,2023-02-26,136,Placeholder
10826,B095244Q22,2023-03-05,124,Placeholder
10827,B095244Q22,2023-03-12,135,Placeholder
10828,B095244Q22,2023-03-19,179,Placeholder
10829,B095244Q22,2023-03-26,67,Placeholder
10830,B095244Q22,2023-04-02,107,Placeholder
10831,B095244Q22,2023-04-09,184,Placeholder
10832,B095244Q22,2023-04-16,137,Placeholder
10833,B095244Q22,2023-04-23,90,Placeholder
10834,B095244Q22,2023-04-30,129,Placeholder
10835,B095244Q22,2023-05-07,130,Placeholder
10836,B095244Q22,2023-05-14,133,Placeholder
10837,B095244Q22,2023-05-21,81,Placeholder
10838,B095244Q22,2023-05-28,192,Placeholder
10839,B095244Q22,2023-06-04,94,Placeholder
10840,B095244Q22,2023-06-11,92,Placeholder
10841,B095244Q22,2023-06-18,196,Placeholder
10842,B095244Q22,2023-06-25,61,Placeholder
10843,B095244Q22,2023-07-02,160,Placeholder
10844,B095244Q22,2023-07-09,195,Placeholder
10845,B095244Q22,2023-07-16,95,Placeholder
10846,B095244Q22,2023-07-23,128,Placeholder
10847,B095244Q22,2023-07-30,163,Placeholder
10848,B095244Q22,2023-08-06,102,Placeholder
10849,B095244Q22,2023-08-13,147,Placeholder
10850,B095244Q22,2023-08-20,175,Placeholder
10851,B095244Q22,2023-08-27,188,Placeholder
10852,B095244Q22,2023-09-03,55,Placeholder
10853,B095244Q22,2023-09-10,71,Placeholder
10854,B095244Q22,2023-09-17,79,Placeholder
10855,B095244Q22,2023-09-24,87,Placeholder
10856,B095244Q22,2023-10-01,52,Placeholder
10857,B095244Q22,2023-10-08,93,Placeholder
10858,B095244Q22,2023-10-15,67,Placeholder
10859,B095244Q22,2023-10-22,173,Placeholder
10860,B095244Q22,2023-10-29,83,Placeholder
10861,B095244Q22,2023-11-05,76,Placeholder
10862,B095244Q22,2023-11-12,62,Placeholder
10863,B095244Q22,2023-11-19,162,Placeholder
10864,B095244Q22,2023-11-26,92,Placeholder
10865,B095244Q22,2023-12-03,190,Placeholder
10866,B095244Q22,2023-12-10,187,Placeholder
10867,B095244Q22,2023-12-17,159,Placeholder
10868,B095244Q22,2023-12-24,140,Placeholder
10869,B08CKW1KH9,2023-01-01,136,Placeholder
10870,B08CKW1KH9,2023-01-08,110,Placeholder
10871,B08CKW1KH9,2023-01-15,171,Placeholder
10872,B08CKW1KH9,2023-01-22,145,Placeholder
10873,B08CKW1KH9,2023-01-29,155,Placeholder
10874,B08CKW1KH9,2023-02-05,61,Placeholder
10875,B08CKW1KH9,2023-02-12,120,Placeholder
10876,B08CKW1KH9,2023-02-19,115,Placeholder
10877,B08CKW1KH9,2023-02-26,117,Placeholder
10878,B08CKW1KH9,2023-03-05,51,Placeholder
10879,B08CKW1KH9,2023-03-12,186,Placeholder
10880,B08CKW1KH9,2023-03-19,74,Placeholder
10881,B08CKW1KH9,2023-03-26,158,Placeholder
10882,B08CKW1KH9,2023-04-02,114,Placeholder
10883,B08CKW1KH9,2023-04-09,163,Placeholder
10884,B08CKW1KH9,2023-04-16,153,Placeholder
10885,B08CKW1KH9,2023-04-23,60,Placeholder
10886,B08CKW1KH9,2023-04-30,187,Placeholder
10887,B08CKW1KH9,2023-05-07,75,Placeholder
10888,B08CKW1KH9,2023-05-14,110,Placeholder
10889,B08CKW1KH9,2023-05-21,182,Placeholder
10890,B08CKW1KH9,2023-05-28,134,Placeholder
10891,B08CKW1KH9,2023-06-04,152,Placeholder
10892,B08CKW1KH9,2023-06-11,188,Placeholder
10893,B08CKW1KH9,2023-06-18,118,Placeholder
10894,B08CKW1KH9,2023-06-25,68,Placeholder
10895,B08CKW1KH9,2023-07-02,50,Placeholder
10896,B08CKW1KH9,2023-07-09,63,Placeholder
10897,B08CKW1KH9,2023-07-16,134,Placeholder
10898,B08CKW1KH9,2023-07-23,179,Placeholder
10899,B08CKW1KH9,2023-07-30,143,Placeholder
10900,B08CKW1KH9,2023-08-06,132,Placeholder
10901,B08CKW1KH9,2023-08-13,177,Placeholder
10902,B08CKW1KH9,2023-08-20,65,Placeholder
10903,B08CKW1KH9,2023-08-27,198,Placeholder
10904,B08CKW1KH9,2023-09-03,65,Placeholder
10905,B08CKW1KH9,2023-09-10,158,Placeholder
10906,B08CKW1KH9,2023-09-17,161,Placeholder
10907,B08CKW1KH9,2023-09-24,162,Placeholder
10908,B08CKW1KH9,2023-10-01,129,Placeholder
10909,B08CKW1KH9,2023-10-08,133,Placeholder
10910,B08CKW1KH9,2023-10-15,172,Placeholder
10911,B08CKW1KH9,2023-10-22,136,Placeholder
10912,B08CKW1KH9,2023-10-29,64,Placeholder
10913,B08CKW1KH9,2023-11-05,162,Placeholder
10914,B08CKW1KH9,2023-11-12,198,Placeholder
10915,B08CKW1KH9,2023-11-19,117,Placeholder
10916,B08CKW1KH9,2023-11-26,154,Placeholder
10917,B08CKW1KH9,2023-12-03,83,Placeholder
10918,B08CKW1KH9,2023-12-10,168,Placeholder
10919,B08CKW1KH9,2023-12-17,131,Placeholder
10920,B08CKW1KH9,2023-12-24,81,Placeholder
10921,B0BLV1GNLN,2023-01-01,172,Placeholder
10922,B0BLV1GNLN,2023-01-08,122,Placeholder
10923,B0BLV1GNLN,2023-01-15,153,Placeholder
10924,B0BLV1GNLN,2023-01-22,140,Placeholder
10925,B0BLV1GNLN,2023-01-29,68,Placeholder
10926,B0BLV1GNLN,2023-02-05,189,Placeholder
10927,B0BLV1GNLN,2023-02-12,69,Placeholder
10928,B0BLV1GNLN,2023-02-19,83,Placeholder
10929,B0BLV1GNLN,2023-02-26,140,Placeholder
10930,B0BLV1GNLN,2023-03-05,65,Placeholder
10931,B0BLV1GNLN,2023-03-12,157,Placeholder
10932,B0BLV1GNLN,2023-03-19,117,Placeholder
